,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
32,"Shadab Khan to Rohit, 1 run, the leggie which goes straight on, Rohit is pushing a bit and a thick inside edge in front of backward square",1,Full,wicket_to_wicket,Edge,run,right arm leg break,Shadab Khan,88.8,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,87,0,Fielding,D
33,"Imad Wasim to Rohit, 1 run, Rohit uses his feet and works it to deep mid-wicket. The intention was to get the second, but the fielder came in quickly and Rohit puts his hand up to Kohli to say no",1,Unknown,Unknown,Pull_hook,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Midwicket,86,0,Fielding,D
34,"Imad Wasim to Rohit, 1 run, sliding on from round the wicket, Rohit pushes to long-on",1,Unknown,Unknown,Defensive_shot,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,LongOn,85,0,Fielding,D
35,"Shadab Khan to Rohit, 1 run, short and turning away, slapped to sweeper cover",1,Short,wicket_to_wicket,Sweep,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Cover,84,0,Fielding,D
36,"Shadab Khan to Rohit, 1 run, tossed up outside off, Rohit pats it wide of cover and another run",1,Full,wicket_to_wicket,Defensive_shot,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,83,0,Fielding,D
37,"Shoaib Malik to Rohit, 1 run, tossed up full on the legs, flicked to deep mid-wicket",1,Full,wicket_to_wicket,Flick,run,right arm off break,Shoaib Malik,93.4,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Midwicket,82,0,Fielding,D
38,"Shoaib Malik to Rohit, no run, nudged to mid-wicket and Rohit sends Dhawan back",0,Unknown,Unknown,Pull_hook,norun,right arm off break,Shoaib Malik,93.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Midwicket,81,0,Fielding,D
39,"Shadab Khan to Rohit, 1 run, quicker googly, zipped off the turf after pitching, Rohit was playing for the leggie, inside edge found and through the vacant square leg region",1,Full,wicket_to_wicket,Edge,run,right arm leg break,Shadab Khan,88.8,16703,0,,beaten,away,bad,Pakistan,Edgbaston,SquareLeg,80,0,Fielding,D
40,"Shadab Khan to Rohit, 1 run, middle and leg line, Rohit gets forward and eases a single to long-on",1,Full,wicket_to_wicket,Defensive_shot,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,LongOn,79,0,Fielding,D
41,"Shoaib Malik to Rohit, 1 run, sliding into the pads, helped around the corner",1,GoodLength,wicket_to_wicket,Unknown,run,right arm off break,Shoaib Malik,93.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,78,0,Fielding,D
42,"Shoaib Malik to Rohit, no run, goes flat and Rohit punches off the back foot to cover",0,GoodLength,outside_stumps,Drive,norun,right arm off break,Shoaib Malik,93.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,77,0,Fielding,D
43,"Shoaib Malik to Rohit, 1 run, full on the legs, flicked to deep mid-wicket",1,Full,wicket_to_wicket,Flick,run,right arm off break,Shoaib Malik,93.4,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Midwicket,76,0,Fielding,D
45,"Shadab Khan to Rohit, 2 runs, tossed up outside off, Rohit leans into the drive and beats a diving cover to his left, two more",2,Full,wicket_to_wicket,Drive,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Cover,74,0,Fielding,D
46,"Shadab Khan to Rohit, no run, finally a dot ball, Rohit dabs to the point region",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,73,0,Fielding,D
47,"Shadab Khan to Rohit, 1 run, tapped in front of short cover and another single stolen",1,Short,wicket_to_wicket,Defensive_shot,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,72,0,Fielding,D
48,"Shadab Khan to Rohit, no run, follows up the big hit with a pressed forward block",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,71,0,Fielding,D
49,"Shadab Khan to Rohit, <b>SIX</b>, wow! <b>Fifty for Rohit</b>. In the shorter formats he is a fine fine player. Make no mistake about it. May give the impression that he is a bit too casual at time, but boy does he have talent or what. And when the consistency is married to that, then it is a phenomenal combination. This is how he got to the landmark: Was a horrid drag down, deserved to be hit into the crowd and Rohit went to smash the bones out of it. A fierce pull to the deep mid-wicket stands and these aren't small boundaries either. A raise of the bat and a mini hug with Dhawan",6,Short,wicket_to_wicket,Pull_hook,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Midwicket,70,0,Fielding,D
50,"Shadab Khan to Rohit, no run, presses forward and defends this tossed up leggie into the pitch",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,69,0,Fielding,D
51,"Shadab Khan to Rohit, 2 runs, <b>top edge and it lands safely</b>. In front of the onrushing Amir from long-on. The leggie dipped on Rohit who was committed to the slog-sweep. Got lucky as the ball was a long way in the air",2,Full,wicket_to_wicket,Sweep,run,right arm leg break,Shadab Khan,88.8,16703,0,,beaten,away,good,Pakistan,Edgbaston,LongOn,68,0,Fielding,D
52,"Shadab Khan to Rohit, no run, nicely tossed up by Shadab Khan, driven into the ground and back to the bowler",0,Full,wicket_to_wicket,Drive,norun,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,67,0,Fielding,D
53,"Shadab Khan to Rohit, no run, Shadab Khan runs to his right and then stops the single with a dive",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,66,0,Fielding,D
54,"Riaz to Rohit, 1 run, good single taken, tapped in front of cover and off they go",1,GoodLength,outside_stumps,Drive,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,65,0,Fielding,D
55,"Riaz to Rohit, 1 run, Rohit was on the swivel and then had to wait for the slowish short ball to arrive, rolls his wrists and then pulls to fine leg",1,Short,wicket_to_wicket,Pull_hook,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,FineLeg,64,0,Fielding,D
56,"Riaz to Rohit, no run, length delivery angled across Rohit, who dabs to point",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,63,0,Fielding,D
57,"Riaz to Rohit, no run, pitched up outside off, Rohit drives and it comes off the bottom part of the bat, finds point",0,Full,outside_stumps,Drive,norun,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,62,0,Fielding,D
58,"Shadab Khan to Rohit, 1 run, may have been the googly that one. Came in slightly, bunted past the dive of the bowler",1,Full,wicket_to_wicket,Defensive_shot,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,61,0,Fielding,D
59,"Shadab Khan to Rohit, no run, another one landed well, leggie outside off, tapped to short third",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,60,0,Fielding,D
60,"Shadab Khan to Rohit, 1 run, too full this time, Rohit drives to sweeper cover",1,Full,wicket_to_wicket,Sweep,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Cover,59,0,Fielding,D
61,"Shadab Khan to Rohit, 1 run, dabbed to short third man, quick single taken",1,Short,wicket_to_wicket,Late_Cut,run,right arm leg break,Shadab Khan,88.8,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,ThirdMan,58,0,Fielding,D
62,"Riaz to Rohit, 1 run, great effort by Hasan Ali at third man. The late dab was heading to the fence, until he came and dived to field the ball. The duo settle for a single",1,Full,wicket_to_wicket,Late_Cut,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,ThirdMan,57,0,Fielding,D
63,"Riaz to Rohit, <b>FOUR</b>, so easy for Rohit. Sees the full ball angled across him and out comes the big bat of his. Frees his arms and lofts over extra cover. Made it look ridiculously simple - which it wasn't",4,Full,outside_stumps,Unknown,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,56,0,Fielding,D
64,"Riaz to Rohit, 1 run, short of length on the stumps, tucked to deep backward square leg",1,Short,wicket_to_wicket,Unknown,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,SquareLeg,55,0,Fielding,D
65,"Hasan Ali to Rohit, 1 run, beautiful cover drive. Pitched up outside off, Rohit gets forward and unleashes a fierce drive, straight to Malik though",1,Full,outside_stumps,Drive,run,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Cover,54,0,Fielding,D
66,"Hasan Ali to Rohit, no run, good length delivery straightening in the channel outside off, left alone",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,53,0,Fielding,D
67,"Hasan Ali to Rohit, no run, Shadab Khan at backward point looks a good fielder. Went quickly to his right and then fielded that back foot punch with two hands. Saved at least two",0,Full,wicket_to_wicket,Cut,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,52,0,Fielding,D
68,"Hasan Ali to Rohit, 2 runs, length ball on off and middle, turned through mid-wicket. They take the fielder in the deep on and make it back for two easily",2,GoodLength,wicket_to_wicket,Pull_hook,run,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Midwicket,51,0,Fielding,D
69,"Hasan Ali to Rohit, no run, full and brings Rohit forward, defended back to Hasan Ali",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,50,0,Fielding,D
70,"Riaz to Rohit, 1 run, Shehzad has made up for his earlier efforts in the field. That cut was travelling to his left at sweeper and he slid well and came up with the ball. Just a single for that cracking shot",1,Full,outside_stumps,Sweep,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Unknown,49,0,Fielding,D
71,"Riaz to Rohit, 1 run, brings the line back on the stumps, short of length, tucked away to fine leg",1,Short,wicket_to_wicket,Unknown,run,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,FineLeg,48,0,Fielding,D
72,"Riaz to Rohit, no run, big drive attempted and misses. The width and the length was there, but the line was too wide for Rohit to be reaching out. Predictably he didn't connect",0,GoodLength,outside_stumps,Drive,norun,left arm fast medium,Riaz,139.7,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,47,0,Fielding,D
73,"Riaz to Rohit, no run, back of a length around the fourth/fifth stump line, defended off the back foot to point",0,Short,outside_stumps,Defensive_shot,norun,left arm fast medium,Riaz,139.7,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,46,0,Fielding,D
74,"Riaz to Rohit, no run, a gentle loosener, pitched up outside off, slanted across, left alone",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Riaz,139.7,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,45,0,Fielding,D
75,"Hasan Ali to Rohit, 1 run, back of a length on the middle and leg line, tucked to deep backward square leg",1,Short,wicket_to_wicket,Unknown,run,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,SquareLeg,44,0,Fielding,D
76,"Hasan Ali to Rohit, no run, good short ball. Hurries Rohit who keeps his eyes on it and then sways away from the line of that one. That zipped through to Sarfraz",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,43,0,Fielding,D
77,"Imad Wasim to Rohit, no run, good stop by Babar diving to his right at short cover. The drive had pace and he saves two at least with that effort of his",0,Short,outside_stumps,Drive,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,42,0,Fielding,D
78,"Imad Wasim to Rohit, no run, drifts in and keeps a bit low, Rohit does well to get bat on that and defend it back down the wicket",0,Full,outside_stumps,Defensive_shot,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,41,0,Fielding,D
79,"Imad Wasim to Rohit, no run, another non-turner, driven off the front foot to short cover",0,Short,outside_stumps,Drive,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,40,0,Fielding,D
80,"Imad Wasim to Rohit, 1 run, bit slower and Rohit gets forward to push to long-off",1,Unknown,Unknown,Defensive_shot,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,LongOff,39,0,Fielding,D
81,"Hasan Ali to Rohit, no run, back of a length outside off, Rohit looks to cut and the ball chalks the bottom of the bat and finds point",0,Short,outside_stumps,Unknown,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,38,0,Fielding,D
82,"Hasan Ali to Rohit, no run, pitched up outside off, nips back in after Rohit leaves that",0,Full,outside_stumps,Unknown,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,37,0,Fielding,D
83,"Hasan Ali to Rohit, <b>FOUR</b>, one-bounce four. Hasan Ali went for the yorker and missed it. Low full toss and Rohit clubs it over mid-on",4,Full_toss,outside_stumps,Drive,run,right arm fast medium,Hasan Ali,137.1,16703,0,,beaten,away,good,Pakistan,Edgbaston,LongOn,36,0,Fielding,D
85,"Imad Wasim to Rohit, no run, non-turning delivery outside off, Rohit gets forward and defends to cover",0,Full,outside_stumps,Drive,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,34,0,Fielding,D
86,"Imad Wasim to Rohit, 1 run, one hand comes off the bat handle, the ball grips on Rohit a touch and his ugly slog finds the vacant square leg region",1,GoodLength,wicket_to_wicket,Sweep,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,SquareLeg,33,0,Fielding,D
87,"Imad Wasim to Rohit, no run, slow to get the bat in line to block, inside edge onto the pad is found",0,Full,wicket_to_wicket,Edge,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,32,0,Fielding,D
88,"Hasan Ali to Rohit, no run, on a length and outside off, left alone",0,Short,outside_stumps,No_shot,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,31,0,Fielding,D
89,"Hasan Ali to Rohit, no run, and that's the bad Rohit on display. Tries to pull a ball which is not shortish and is beaten. So easily could've bottom-edged that back on or feathered an edge to Sarfraz",0,Short,outside_stumps,Pull_hook,norun,right arm fast medium,Hasan Ali,137.1,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,30,0,Fielding,D
90,"Hasan Ali to Rohit, <b>FOUR</b>, top back foot punch. On a short of length and outside off, the weight transfer is good and he times it wide of point. Just had to hit the gap and did so with absolute ease. And his fans will be swooning over that shot of his",4,Short,outside_stumps,Defensive_shot,run,right arm fast medium,Hasan Ali,137.1,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,29,0,Fielding,D
91,"Imad Wasim to Rohit, no run, driven well, but finds extra cover",0,GoodLength,outside_stumps,Drive,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,28,0,Fielding,D
92,"Imad Wasim to Rohit, no run, pushed off the front foot to mid-off",0,Unknown,Unknown,Drive,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,LongOff,27,0,Fielding,D
93,"Imad Wasim to Rohit, 1 run, gun-barrel straight, a forward push to long-on",1,GoodLength,wicket_to_wicket,Defensive_shot,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,LongOn,26,0,Fielding,D
94,"Amir to Rohit, 1 run, soft tap to mid-wicket and wide of the fielder, run stolen",1,Unknown,Unknown,Pull_hook,run,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Midwicket,25,0,Fielding,D
95,"Amir to Rohit, no run, back of a length on off and middle, nudged to mid-wicket",0,Short,wicket_to_wicket,Pull_hook,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Midwicket,24,0,Fielding,D
96,"Amir to Rohit, no run, short of length on off, defended to the left of Amir",0,Short,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,23,0,Fielding,D
97,"Amir to Rohit, <b>FOUR</b>, there were two slips for Amir. But just one now and maybe that's why Rohit played this shot. Sees the angle going across him and then opens the face of the bat to glide it in the air and past the despairing dive of Azhar Ali at a wide first slip. Races away. Didn't even get a fingertip on that",4,Unknown,Unknown,Unknown,run,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,ThirdMan,22,0,Fielding,D
98,"Imad Wasim to Rohit, 1 run, skips out and then makes the late adjustment as he sees the ball slide on, dabs wide of backward point and one more",1,Full,wicket_to_wicket,Cut,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Point,21,0,Fielding,D
99,"Imad Wasim to Rohit, <b>FOUR</b>, beautiful back foot punch. Rocked back and then timed it past the diving cover-point fielder. He tried his best but the ball escaped past his left-hand. And then ran away",4,GoodLength,outside_stumps,Defensive_shot,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,20,0,Fielding,D
100,"Amir to Rohit, no run, short of length outside off, Rohit dabs to the left of backward point. Can't get a run there",0,Short,wicket_to_wicket,Cut,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,19,0,Fielding,D
101,"Amir to Rohit, no run, pitched up outside off, slanted across, left alone",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Amir,139.4,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,18,0,Fielding,D
102,"Amir to Rohit, 1 run, short of length on off, nudged in front of mid-on. Easy single",1,Short,wicket_to_wicket,Drive,run,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,LongOn,17,0,Fielding,D
103,"Amir to Rohit, <b>FOUR</b>, bad thinking from Sarfraz and Amir. Fine leg was up and the short ball came. Rohit is a very good player of the short ball. Even though this one gets big on him and takes the top edge on the pull, once it cleared the man inside the ring, it was always a boundary",4,Short,wicket_to_wicket,Pull_hook,run,left arm fast medium,Amir,139.4,16703,0,,beaten,away,good,Pakistan,Edgbaston,FineLeg,16,0,Fielding,D
104,"Amir to Rohit, no run, good length delivery on the middle and leg line, Rohit defends to the right of the bowler. Takes a couple of steps down but retreats on seeing Amir charge at the ball",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,15,0,Fielding,D
105,"Imad Wasim to Rohit, 1 run, mid-off was caught napping. Just a push-drive from Rohit and off he goes, there is a direct hit, but Rohit was well home by then",1,GoodLength,outside_stumps,Drive,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,LongOff,14,0,Fielding,D
106,"Imad Wasim to Rohit, no run, wicket to wicket stuff, defended to short mid-wicket",0,Short,wicket_to_wicket,Pull_hook,norun,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Midwicket,13,0,Fielding,D
107,"Imad Wasim to Rohit, 1 run, length ball, easy for Rohit to go on the back foot and punch it to long-on",1,GoodLength,outside_stumps,Defensive_shot,run,left arm orthodox,Imad Wasim,96.9,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,LongOn,12,0,Fielding,D
108,"Amir to Rohit, no run, pitched up on off, Rohit gets forward and defends to cover. Neatly behind that one",0,Full,wicket_to_wicket,Drive,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,11,0,Fielding,D
109,"Amir to Rohit, no run, short of length on off, Rohit stands tall and defends to cover",0,Short,wicket_to_wicket,Drive,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Cover,10,0,Fielding,D
110,"Amir to Rohit, no run, hitting a good length and keeping it on the stumps is Amir's aim at the moment. Draws a defence from Rohit",0,GoodLength,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,9,0,Fielding,D
111,"Amir to Rohit, no run, on the middle and leg line, flicked softly and finds mid-wicket",0,GoodLength,wicket_to_wicket,Flick,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Midwicket,8,0,Fielding,D
112,"Amir to Rohit, 2 runs, Rohit is off the mark, to his 8th delivery. Nice shot, leaning into the cover drive and getting it wide of cover. Shadab's slide is good, but he leaves the ball behind. So one becomes two",2,Full,wicket_to_wicket,Drive,run,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,good,Pakistan,Edgbaston,Cover,7,0,Fielding,D
113,"Amir to Rohit, no run, fullish on off stump, Rohit gets forward and defends from the middle of the bat, finds point",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Point,6,0,Fielding,D
114,"Amir to Rohit, no run, lets it go as the ball was well wide of off. A <b>maiden</b> to start from Amir. A fine over as well. Beat the bat three times and got the ball to move as well",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Amir,139.4,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,5,0,Fielding,D
115,"Amir to Rohit, no run, nips back in from a good length and Rohit's feet aren't moving as it should. But the inside edge onto the pad saved him. If not for the edge, there would've been a loud appeal",0,GoodLength,wicket_to_wicket,Edge,norun,left arm fast medium,Amir,139.4,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,4,0,Fielding,D
116,"Amir to Rohit, no run, beats him again. Loose from Rohit. Looking to get on the front foot straightaway. Went after that full delivery outside off, with no feet and missed his drive",0,Full,outside_stumps,Drive,norun,left arm fast medium,Amir,139.4,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,3,0,Fielding,D
117,"Amir to Rohit, no run, the sucker delivery outside off, left alone",0,Short,outside_stumps,No_shot,norun,left arm fast medium,Amir,139.4,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,2,0,Fielding,D
118,"Amir to Rohit, no run, and we don't have to wait for long for the first war or words. But firstly we have to talk about the delivery. A peach, full and zipped past the flirting bat of Rohit. And then once it past the bat, it flew to Sarfraz who did well to hang on. That took off after passing the bat. Amir belts out a mild appeal and then looks at Rohit who doesn't hold back. Seems to ask the bowler what was he appealing for. Great start for Amir and Pakistan",0,Full,outside_stumps,No_shot,norun,left arm fast medium,Amir,139.4,16703,0,,not_beaten,away,bad,Pakistan,Edgbaston,Unknown,1,0,Fielding,D
119,"Amir to Rohit, no run, beaten first ball. Good delivery, angled across Rohit on a fuller length, drew the batsman into the nervy poke and the ball just missed the edge. Nice carry to Sarfraz as well. That will pep Amir even more",0,Full,outside_stumps,Edge,norun,left arm fast medium,Amir,139.4,16703,0,,beaten,away,bad,Pakistan,Edgbaston,Unknown,0,0,Fielding,D
2,"Malinga to Rohit, <b>SIX</b>, top edge and six. Actually it was a good short ball. Near the chest of Rohit, who swivelled and got a fat edge. No fine leg as well, a fielder is there, but he is more towards deep backward square leg. Flies away into the fence. Third six for Rohit. Malinga is bleeding runs",6,Short,wicket_to_wicket,Edge,run,right arm fast,Malinga,122.1,16707,0,,beaten,away,bad,Sri Lanka,Kennington Oval,FineLeg,79,0,Fielding,D
3,"Malinga to Rohit, no run, dug in short on the stumps, Rohit stands tall and drops it near his feet",0,Short,wicket_to_wicket,Unknown,norun,right arm fast,Malinga,122.1,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,78,0,Fielding,D
5,"Thisara Perera to Rohit, 1 run, short of length around the fourth/fifth stump line, drop and run in front of point",1,Short,outside_stumps,Defensive_shot,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Point,76,0,Fielding,D
6,"Malinga to Rohit, 1 run, short on the stumps, Rohit takes the pull on and finds deep fine leg",1,Short,wicket_to_wicket,Pull_hook,run,right arm fast,Malinga,122.1,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,FineLeg,75,0,Fielding,D
7,"Malinga to Rohit, <b>FOUR</b>, stand and deliver. He did the same to Pakistan a couple of days ago. Repeats the dose to Malinga. An off-speed cutter outside off, sat up for Rohit to power that. In the air but split cover and mid-off to perfection. The fielders didn't even move",4,GoodLength,outside_stumps,Drive,run,right arm fast,Malinga,122.1,16707,0,,not_beaten,away,good,Sri Lanka,Kennington Oval,LongOff,74,0,Fielding,D
8,"Malinga to Rohit, no run, fullish on off, Rohit gets forward to block",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast,Malinga,122.1,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,73,0,Fielding,D
9,"Thisara Perera to Rohit, no run, he is timing everything off the middle of the bat but he finds cover this time. Thisara Perera just keeping it on a good length or a short of length and in the channel outside off",0,Short,wicket_to_wicket,Unknown,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Cover,72,0,Fielding,D
10,"Thisara Perera to Rohit, no run, short of length outside off, Rohit pushes it to mid-off. Can't steal the single this time",0,Short,outside_stumps,Drive,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,LongOff,71,0,Fielding,D
11,"Thisara Perera to Rohit, no run, fullish around off, Rohit gets forward and defends it back to Thisara Perera",0,Full,outside_stumps,Defensive_shot,norun,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,70,0,Fielding,D
12,"Thisara Perera to Rohit, 1 run, short of length into the pads, helped around the corner on the leg-side",1,Short,wicket_to_wicket,Unknown,run,right arm medium,Thisara Perera,123.8,16707,0,,not_beaten,away,bad,Sri Lanka,Kennington Oval,Unknown,69,0,Fielding,D
