,Commentary,Runs,Delivery_Length,Delivery_Line,Shot_Type,Run/NoRun,Bowler_Type,Bowler_Name,Avg_Ball_Speed,MatchID,Dismissal_Type,Beaten/NotBeaten,Home_Away,Good_Bad_Shot,Opponent,Stadium,Shot_Zone,Delivery_Number,Toss,TossDecision,D/N
0,"T Perera to Warner, <b>out</b> Caught by K Perera!! The Perera magic has done the trick. Warner departs and what a big wicket this is. You don't want Warner to be on the crease for long when defending a modest total, he can take away the game from you very quickly. So Sri Lanka would be relieved with his one. Coming to the delivery, Perera angles this one away from Warner, who wanted to steer it fine. Maybe the ball moved away a bit, kissed his blade and settled into the mitts of the keeper. <b>Warner c K Perera b T Perera 8(17)</b>",,Full,Unknown,Defensive_shot,norun,right arm medium,T Perera,124.8,16453, Caught!!,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Unknown,17,1,Fielding,DN
2,"T Perera to Warner, no run, length ball on the middle and leg, Warner defends it close to his body",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,T Perera,124.8,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Unknown,15,1,Fielding,DN
3,"Mathews to Warner, 1 run, softly pushes it to mid-off, calls for it and does well to complete a quick single. He was running to the danger end, so the onus was on Warner to execute the single properly",1,Unknown,Unknown,Drive,run,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,good,Sri Lanka,R.Premadasa Stadium,LongOff,14,1,Fielding,DN
4,"Mathews to Warner, 1 run, tad straight from Mathews, Warner clips it towards mid-wicket and hares to the other end",1,GoodLength,Unknown,Pull_hook,run,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,good,Sri Lanka,R.Premadasa Stadium,Midwicket,13,1,Fielding,DN
5,"Mathews to Warner, no run, Warner waits for this one and opens the bat-face on the defence to get it to backward point. The wicket-keeper is up again. Perhaps preparing for the spinners...",0,GoodLength,outside_stumps,Cut,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Point,12,1,Fielding,DN
6,"Mathews to Warner, no run, good length delivery around off. Warner pats it off the front foot towards mid-off",0,GoodLength,outside_stumps,Drive,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,LongOff,11,1,Fielding,DN
7,"T Perera to Warner, 1 run, waits a little and cut/dabds to third man",1,Full,wicket_to_wicket,Late_Cut,run,right arm medium,T Perera,124.8,16453,,not_beaten,away,good,Sri Lanka,R.Premadasa Stadium,ThirdMan,10,1,Fielding,DN
8,"T Perera to Warner, no run, how old is Dilshan? He's just made one superb diving save at backward point. Warner latched onto a short ball and thrashed the cut towards the veteran, who flew like a bullet and saved a certain four",0,Short,outside_stumps,Cut,norun,right arm medium,T Perera,124.8,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Point,9,1,Fielding,DN
9,"Mathews to Warner, 1 run, length again, the angle helps Warner stab it past a diving backward point for a single",1,GoodLength,outside_stumps,Cut,run,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,good,Sri Lanka,R.Premadasa Stadium,Point,8,1,Fielding,DN
10,"Mathews to Warner, no run, length this time from Mathews, just around off. Warner does not try anything fancy, a poke to cover",0,GoodLength,outside_stumps,Drive,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Cover,7,1,Fielding,DN
11,"Mathews to Warner, no run, touch straighter this time. Warner stays in his crease and tucks to mid-wicket",0,GoodLength,Unknown,Pull_hook,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Midwicket,6,1,Fielding,DN
12,"Mathews to Warner, no run, back of a length delivery around off, Warner blocks to extra cover",0,Short,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Cover,5,1,Fielding,DN
13,"Mathews to Warner, no run, defended to the off-side off the front foot",0,Full,Unknown,Defensive_shot,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Unknown,4,1,Fielding,DN
14,"Mathews to Warner, no run, cut away straight to the man at point, who dives and stops",0,GoodLength,Unknown,Unknown,norun,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Point,3,1,Fielding,DN
15,"Dilshan to Warner, 1 run, Oh! Warner comes down the track and looks to turn it to the on-side and gets an inside edge. Tough one but will go down as a <b>drop by Perera</b>",1,Unknown,Unknown,Edge,run,right arm offbreak,Dilshan,90.5,16453,,beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Unknown,2,1,Fielding,DN
16,"Dilshan to Warner, no run, tad shorter, Warner cuts it straight to backward point",0,Short,outside_stumps,Cut,norun,right arm offbreak,Dilshan,90.5,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Point,1,1,Fielding,DN
17,"Mathews to Warner, 3 runs, Mathews starts with a loosener. Short and wide outside off, Warner latches onto it as he punches through the cover region for a triple and is off the mark",3,Short,outside_stumps,Unknown,run,right arm fast medium,Mathews,122.4,16453,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Cover,0,1,Fielding,DN
0,"T Perera to Warner, <b>out</b> Caught by Chandimal!! Perera is going mad, look at him. Jubilance all around! Gives a send off to Warner. That was not needed though. Now coming to the wicket. Pitched it up around off and got the ball to move just a bit, that was enough to kiss Warner's driving blade, carries to the keeper at a good height. <b>Warner c Chandimal b T Perera 1(4)</b>",,Unknown,outside_stumps,Unknown,norun,right arm medium,T Perera,124.8,16454, Caught!!,Unknown,away,bad,Sri Lanka,R.Premadasa Stadium,Unknown,4,0,Batting,DN
2,"Mathews to Warner, 1 run, and again. This time evades the cover fielder, mid-off runs to his right and keeps it down to one",1,Unknown,outside_stumps,Drive,run,right arm fast medium,Mathews,122.4,16454,,not_beaten,away,good,Sri Lanka,R.Premadasa Stadium,LongOff,2,0,Batting,DN
3,"Mathews to Warner, no run, length from Mathews once again, Warner punches it to short cover",0,Short,outside_stumps,Unknown,norun,right arm fast medium,Mathews,122.4,16454,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Cover,1,0,Batting,DN
4,"Mathews to Warner, no run, short of a good length delivery around off, Warner punches it towards cover",0,Short,outside_stumps,Unknown,norun,right arm fast medium,Mathews,122.4,16454,,not_beaten,away,bad,Sri Lanka,R.Premadasa Stadium,Cover,0,0,Batting,DN
0,"Mathews to Warner, <b>out</b> Caught by Dilshan!! Try keeping him out today. Try keeping Dilshan out today! Celebrates his last ODI hurrah with a vintage catch at point, his den fielding position. Warner was completely foxed here. Slower delivery this, Warner is early into this squarish punch and chips it in <b>Dilshan's radar of awesomeness</b>. A mini dive to his left, and boom, the catch's taken and celebrated with a tumble. <b>Warner c Dilshan b Mathews 10(12) [4s-1]</b>",,GoodLength,Unknown,Unknown,norun,right arm fast medium,Mathews,122.2,16455, Caught!!,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Point,14,0,Batting,DN
2,"Mathews to Warner, no run, stays back in his crease and blocks a length ball softly",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,12,0,Batting,DN
3,"Mathews to Warner, <b>FOUR</b>, what do you call that? He neither plays a punch nor a cut. Just something in between. Hybrids the punch through covers, I'll say then. Back foot. No nonsense",4,GoodLength,outside_stumps,Unknown,run,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Cover,11,0,Batting,DN
4,"Mathews to Warner, 1 run, heroic dive at mid-wicket to limit this flick to a single. Mathews applauds in relief.. that wasn't a good ball in any alternate universe either",1,GoodLength,wicket_to_wicket,Flick,run,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,Midwicket,10,0,Batting,DN
5,"Aponso to Warner, 1 run, now he spins this one.. by slowing the pace now and peppering Warner's inside edge on this flick",1,GoodLength,wicket_to_wicket,Flick,run,left arm orthodox,Aponso,84,16455,,beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,9,0,Batting,DN
6,"Mathews to Warner, no run, blocks a length ball beside his body",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,8,0,Batting,DN
7,"Mathews to Warner, 1 run, that's just a tap. Off the back foot. That's all. Soft hands and the result: a comfortable single to mid-off",1,Unknown,Unknown,Drive,run,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,LongOff,7,0,Batting,DN
8,"Mathews to Warner, 1 run, width there but not enough for this shortish ball to be cut away. Slapped to mid-off instead",1,Short,Unknown,Drive,run,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,LongOff,6,0,Batting,DN
9,"T Perera to Warner, 1 run, slight correction in line - this ball's on leg-stump. Easy clip round to deep square",1,Unknown,wicket_to_wicket,Unknown,run,right arm medium,T Perera,127.5,16455,,Unknown,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,5,0,Batting,DN
10,"T Perera to Warner, <b>wide</b>, it took a dive and a half from the keeper to defuse that. Poor delivery on the fifth stump down leg. Only fair that Warner missed his glance",wide,Unknown,wicket_to_wicket,Glance,norun,right arm medium,T Perera,127.5,16455,,beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,4,0,Batting,DN
11,"Mathews to Warner, 1 run, <b>outside edge but safe</b>. Slides on this delivery - should be a common thing under lights - and Warner pushes through the line. Skews it back and is lucky to have done it well wide of the lone slipper",1,Unknown,Unknown,Edge,run,right arm fast medium,Mathews,122.2,16455,,beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,ThirdMan,3,0,Batting,DN
12,"Mathews to Warner, no run, this one's dragged back, allowing Warner to open-up with a punch to cover",0,GoodLength,outside_stumps,Drive,norun,right arm fast medium,Mathews,122.2,16455,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Cover,2,0,Batting,DN
13,"Mathews to Warner, no run, starts from over the wicket to the left hander, gets a hint of swing on this very full ball. Warner takes his front leg out and puts on a squeeze",0,Full,wicket_to_wicket,Unknown,norun,right arm fast medium,Mathews,122.2,16455,,Unknown,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,1,0,Batting,DN
0,"Sachith Pathirana to Warner, <b>out</b> Bowled!! Dances out but does not read the dip and flight and in the end turns back to see his disturbed timber. Needless you might say as he skipped down the track without any attacking instinct, even if there was he aborted it mid-way into the charge. The Aussie skipper continues his poor form with the willow. It was very well flighted above the eye-line to set up the bait for Warner. Who fell prey. <b>Warner b Sachith Pathirana 19(16) [4s-3]</b>",,Unknown,Unknown,Unknown,norun,left arm orthodox,Sachith Pathirana,76.5,16456, Bowled!!,Unknown,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,16,0,Fielding,DN
2,"Dilruwan Perera to Warner, 1 run, pushed to short cover and the fielder fails to pick it up",1,Short,outside_stumps,Unknown,run,right arm off break,Dilruwan Perera,87.2,16456,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Cover,14,0,Fielding,DN
3,"Dilruwan Perera to Warner, 1 run, straight to the man at mid-off but they hare through for a single, if it was a direct-hit that would have been <b>OUT</b>",1,GoodLength,Unknown,Drive,run,right arm off break,Dilruwan Perera,87.2,16456,,not_beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,LongOff,13,0,Fielding,DN
4,"Dilruwan Perera to Warner, no run, backs away and flat bats it into the covers",0,Unknown,outside_stumps,Unknown,norun,right arm off break,Dilruwan Perera,87.2,16456,,Unknown,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Cover,12,0,Fielding,DN
5,"Dilruwan Perera to Warner, <b>FOUR</b>, reverse paddled for another boundary. It is raining boundaries and Warner got down onto his haunches to paddle it the other way past the man at short third",4,Short,wicket_to_wicket,Unknown,run,right arm off break,Dilruwan Perera,87.2,16456,,Unknown,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,11,0,Fielding,DN
6,"Dilruwan Perera to Warner, 2 runs, fortune favors the adventurous one as the ball lands over the in-field. It was a tossed up delivery and Warner danced down the track and looked to slog only to toe end it",2,Full,Unknown,Sweep,run,right arm off break,Dilruwan Perera,87.2,16456,,Unknown,away,good,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,10,0,Fielding,DN
7,"Aponso to Warner, 1 run, cut away to backward point and the slide from the man at point saves a certain boundary",1,GoodLength,outside_stumps,Cut,run,left arm orthodox,Aponso,84,16456,,not_beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,Point,9,0,Fielding,DN
8,"Aponso to Warner, 2 runs, a tango down the track and clips to deep mid wicket for a brace",2,Unknown,Unknown,Unknown,run,left arm orthodox,Aponso,84,16456,,Unknown,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Midwicket,8,0,Fielding,DN
9,"Aponso to Warner, <b>FOUR</b>, chips down the track and sliced in the air to sweeper cover beating the herd of in-fielders on the off-side",4,Full,outside_stumps,Sweep,run,left arm orthodox,Aponso,84,16456,,not_beaten,away,good,Sri Lanka,Rangiri Dambulla International Stadium,Cover,7,0,Fielding,DN
10,"Aponso to Warner, <b>FOUR</b>, reverse paddled to third man. It was floated outside off and Warner goes brutal first ball",4,GoodLength,wicket_to_wicket,Late_Cut,run,left arm orthodox,Aponso,84,16456,,Unknown,away,good,Sri Lanka,Rangiri Dambulla International Stadium,ThirdMan,6,0,Fielding,DN
11,"T Perera to Warner, no run, another yorker length delivery, Warner gets a leading edge while looking to squeeze it out",0,Full,Unknown,Edge,norun,right arm medium,T Perera,127.5,16456,,beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,5,0,Fielding,DN
12,"T Perera to Warner, no run, wow! That's a beauty! Good length delivery tailing in a tad, Warner is beaten on the inside edge looking to drive",0,GoodLength,Unknown,Edge,norun,right arm medium,T Perera,127.5,16456,,beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,4,0,Fielding,DN
13,"T Perera to Warner, no run, good length delivery outside off, Warner mistimes the drive to the man at cover",0,GoodLength,outside_stumps,Drive,norun,right arm medium,T Perera,127.5,16456,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Cover,3,0,Fielding,DN
14,"T Perera to Warner, no run, full again, down the leg-side, Warner misses the flick, is struck on the pad, good take by Kusal Perera behind the stumps",0,Full,wicket_to_wicket,Flick,norun,right arm medium,T Perera,127.5,16456,,beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,2,0,Fielding,DN
15,"T Perera to Warner, no run, another fuller, this on the leg stump line, Warner taps it to the man at covers",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,T Perera,127.5,16456,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Cover,1,0,Fielding,DN
16,"T Perera to Warner, no run, starts with a full delivery on the stumps, dug out back to the bowler",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,T Perera,127.5,16456,,not_beaten,away,bad,Sri Lanka,Rangiri Dambulla International Stadium,Unknown,0,0,Fielding,DN
0,"de Silva to Warner, <b>out</b> Caught&Bowled!! He is so disappointed but he has to go. Wanted to remain unbeaten but has hit a half volley straight back to the bowler. Innocuous dismissal and he is cursing himself as he walks back. But he has done his job and a fine innings comes to an end. <b>Warner c and b de Silva 106(126) [4s-9]</b>",,GoodLength,outside_stumps,No_shot,norun,right arm off break,de Silva,79.8,16457, Caught&Bowled!!,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,127,0,Batting,DN
2,"de Silva to Warner, no run, the quicker delivery on off, Warner defends to point and yells out ""no"" to Faulkner",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,125,0,Batting,DN
3,"de Silva to Warner, 1 run, sliding down leg, clipped to deep backward square leg",1,Unknown,wicket_to_wicket,Unknown,run,right arm off break,de Silva,79.8,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,124,0,Batting,DN
4,"de Silva to Warner, no run, looks for a dab and run single but finds backward point",0,Full,wicket_to_wicket,Cut,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,123,0,Batting,DN
5,"de Silva to Warner, no run, tossed up outside off, pushed off the front foot to short cover",0,Short,outside_stumps,Defensive_shot,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,122,0,Batting,DN
6,"Sachith Pathirana to Warner, 1 run, shows all his stumps and then chops it wide of cover",1,Unknown,wicket_to_wicket,Unknown,run,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,121,0,Batting,DN
7,"de Silva to Warner, no run, watches it carefully and then defends off the back foot",0,Full,Unknown,Defensive_shot,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,120,0,Batting,DN
8,"de Silva to Warner, 1 run, waits for the ball to pitch and then drills it to sweeper cover",1,Full,outside_stumps,Sweep,run,right arm off break,de Silva,79.8,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,119,0,Batting,DN
9,"de Silva to Warner, no run, pushed back to the right of de Silva",0,Unknown,Unknown,Defensive_shot,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,118,0,Batting,DN
10,"Sachith Pathirana to Warner, no run, right back in the crease to defend that delivery which was bowled on the stumps",0,Full,wicket_to_wicket,Defensive_shot,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,117,0,Batting,DN
11,"de Silva to Warner, no run, that has been pulled straight to the fielder at mid-wicket. Was there to be put away, but he found the fielder",0,Short,Unknown,Pull_hook,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,116,0,Batting,DN
12,"de Silva to Warner, 1 run, Warner makes room and thrashes it straight to the fielder at long-off",1,GoodLength,Unknown,Unknown,run,right arm off break,de Silva,79.8,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOff,115,0,Batting,DN
13,"Sachith Pathirana to Warner, 1 run, fraction short and Warner flays that to sweeper cover",1,Short,outside_stumps,Sweep,run,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,114,0,Batting,DN
14,"Sachith Pathirana to Warner, 1 run, nudges a single behind square",1,Unknown,outside_stumps,Unknown,run,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,113,0,Batting,DN
15,"Sachith Pathirana to Warner, byes, 2 runs, ooh! That turned in sharply and cut Warner in half. Beat him all ends up and so was the keeper. Missed the stumps by not much",,Unknown,wicket_to_wicket,No_shot,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,112,0,Batting,DN
16,"de Silva to Warner, 1 run, there comes the <b>hundred</b>. He is back. Gritted teeth and relief etched on his face more than anything else. It was hard work today, like it has been all tour, but he stuck it out and didn't throw it away. The rewards are there to be seen now. Could've got out many times, but luck was with him and as the innings has progressed the old Warner whom we all love has begun to resurface. No exuberant celebrations. Off comes the helmet and then a hug with Head. <b>Third ODI hundred vs Sri Lanka.</b> Got there with a gentle nudge behind square",1,Unknown,outside_stumps,Unknown,run,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,111,0,Batting,DN
17,"de Silva to Warner, no run, again finds a diving short cover. Nerves?",0,Short,outside_stumps,Unknown,norun,right arm off break,de Silva,79.8,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,110,0,Batting,DN
18,"de Silva to Warner, no run, well flighted outside off, Warner drives and finds short cover",0,Short,outside_stumps,Drive,norun,right arm off break,de Silva,79.8,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,109,0,Batting,DN
19,"de Silva to Warner, 1 run, tossed up on the stumps, Warner gets forward to drive to long-off",1,Full,wicket_to_wicket,Drive,run,right arm off break,de Silva,79.8,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOff,108,0,Batting,DN
20,"Sachith Pathirana to Warner, 1 run, stays back to this shortish ball and works through square leg",1,Short,wicket_to_wicket,Unknown,run,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,107,0,Batting,DN
21,"Sachith Pathirana to Warner, no run, Warner wanted to tuck this one past leg-slip, could not control it properly",0,Unknown,wicket_to_wicket,Unknown,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,106,0,Batting,DN
22,"Sachith Pathirana to Warner, 1 run, shortish ball that turns in sharply to Warner. He did well to control the pull to deep backward square leg",1,Short,wicket_to_wicket,Pull_hook,run,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,105,0,Batting,DN
23,"Dilruwan Perera to Warner, 1 run, flat outside off, cut to sweeper cover",1,Full,outside_stumps,Sweep,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,104,0,Batting,DN
24,"Dilruwan Perera to Warner, no run, flat and on the stumps, punched to short cover",0,Short,wicket_to_wicket,Unknown,norun,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,103,0,Batting,DN
25,"Sachith Pathirana to Warner, no run, rocks back and punches to short cover",0,Short,outside_stumps,Unknown,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,102,0,Batting,DN
26,"Dilruwan Perera to Warner, 1 run, short and outside off, thumped to sweeper cover. With that single, <b>Warner has the highest score for an Aussie in Sri Lanka in ODIs</b>. Surprising - that no Aussie has got past 94 here before. Shows how the spinners have had a sway",1,Short,outside_stumps,Sweep,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Cover,101,0,Batting,DN
27,"Dilruwan Perera to Warner, 1 run, sliding onto off and middle, Warner gently dabs a single wide of cover-point",1,Full,wicket_to_wicket,Defensive_shot,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,100,0,Batting,DN
28,"Dilruwan Perera to Warner, 2 runs, now rocks back and punches to deep backward point, easy two",2,GoodLength,outside_stumps,Cut,run,right arm off break,Dilruwan Perera,89.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Point,99,0,Batting,DN
29,"Dilruwan Perera to Warner, <b>FOUR</b>, he has smashed that. Authoritative from the Aussie skipper. Not that short, but he goes down on one knee and swipes powerfully across the line. Lots of power behind that hit and no chance for the diving long-on. He is into the 90s now",4,Short,Unknown,Unknown,run,right arm off break,Dilruwan Perera,89.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOn,98,0,Batting,DN
30,"Sachith Pathirana to Warner, 1 run, spinning down leg, swatted away to deep backward square leg",1,Unknown,wicket_to_wicket,Unknown,run,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,SquareLeg,97,0,Batting,DN
31,"Sachith Pathirana to Warner, no run, comes down the track and then aborts his attempt at a big hit, defends",0,Full,Unknown,Defensive_shot,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,96,0,Batting,DN
32,"Sachith Pathirana to Warner, 1 run, waits for the ball to turn in, then deftly angles that in front of backward point for a single",1,GoodLength,outside_stumps,Cut,run,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Point,95,0,Batting,DN
33,"Sachith Pathirana to Warner, no run, has to do the same again as Sachith Pathirana keeps it tight on off",0,Unknown,wicket_to_wicket,Unknown,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,94,0,Batting,DN
34,"Sachith Pathirana to Warner, no run, Warner tries to get forward then defends from the crease back to Sachith Pathirana",0,Full,Unknown,Defensive_shot,norun,left arm orthodox,Sachith Pathirana,79.7,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,93,0,Batting,DN
35,"Lakmal to Warner, 3 runs, he has skied that over mid-wicket. No timing at all on the heave. The ball plugs in the outfield and Pathirana running back saves a run",3,Unknown,Unknown,Pull_hook,run,right arm medium,Lakmal,131,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,Midwicket,92,0,Batting,DN
36,"Lakmal to Warner, no run, yorker length on the stumps, Warner digs it out back to Lakmal. Has a look at his toe end of the bat after digging it out",0,Full,wicket_to_wicket,Defensive_shot,norun,right arm medium,Lakmal,131,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Unknown,91,0,Batting,DN
37,"Lakmal to Warner, no run, fullish on off, Warner defends to cover and yells out a loud ""no"" to Bailey",0,Full,wicket_to_wicket,Drive,norun,right arm medium,Lakmal,131,16457,,not_beaten,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Cover,90,0,Batting,DN
38,"Lakmal to Warner, no run, slower delivery on the stumps, Warner opens the face of the bat to guide it to the right of point. Good diving stop",0,Unknown,wicket_to_wicket,Unknown,norun,right arm medium,Lakmal,131,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,Point,89,0,Batting,DN
39,"Lakmal to Warner, <b>FOUR</b>, he hasn't timed that, but still gets four. Cutter from Lakmal, Warner pulled that across the line and it went off the thickish inside half, but beat mid-on and that was enough for the ball to find the boundary",4,Short,Unknown,Pull_hook,run,right arm medium,Lakmal,131,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,LongOn,88,0,Batting,DN
40,"Aponso to Warner, 1 run, now gets forward and eases a single to long-on",1,Unknown,Unknown,Unknown,run,left arm orthodox,Aponso,85.4,16457,,Unknown,away,bad,Sri Lanka,Pallekele International Cricket Stadium,LongOn,87,0,Batting,DN
41,"Aponso to Warner, 2 runs, down leg and Warner reverse sweeps to third man, sliding stop prevents the boundary",2,Full,wicket_to_wicket,Late_Cut,run,left arm orthodox,Aponso,85.4,16457,,not_beaten,away,good,Sri Lanka,Pallekele International Cricket Stadium,ThirdMan,86,0,Batting,DN
